1019837,1288226
1019839,1288227
1019842,1288240
1019851,1288241
1019859,1288260
1019863,1288302
1019865,1288312
1019867,1288313
1019870,1288324
1019879,1288346
1019881,1288360
1019884,1288373
1019887,1288374
1019890,1288375
1019892,1288392
1019895,1288418
1019897,1288439
1019899,1288456
1019902,1288478
1019904,1288483
1019906,1288490
1019908,1288491
1019911,1288522
1019913,1288525
1019915,1288553
1019917,1288562
1019919,1288563
1019922,1288580
1019924,1288581
1019926,1288582
1019928,1288597
1019930,1288599
1019933,1288610
1019935,1288611
1019937,1288618
1019939,1288619
1019941,1288627
1019944,1288632
1019949,1288653
1019951,1288654
1019953,1288657
1019955,1288658
1019957,1288669
1019960,1288670
1019962,1288691
1019964,1288692
1019966,1288698
1019969,1288704
1019971,1288717
1019973,1288718
1019976,1288722
1019978,1288737
1019980,1288738
1019982,1288748
1019984,1288749
1019987,1288759
1019990,1288761
1019992,1288776
1019997,1288788
1020002,1288818
1020004,1288823
1020006,1288839
1020008,1288841
1020010,1288842
1020012,1288843
1020018,1288874
1020021,1288876
1020024,1288884
1020026,1288892
1020031,1288922
1020033,1288923
1020035,1288934
1020037,1288935
1020039,1288936
1020051,1289327
1020053,1289332
1020063,1289337
1020065,1289355
1020074,1289361
1020076,1289365
1020082,1289433
1020084,1289461
1020086,1289466
1020088,1289470
1020090,1289478
1020092,1289481
1020095,1289485
1020097,1289488
1020099,1289489
1020107,1289507
1020111,1289508
1020113,1289528
1020117,1289532
1020119,1289540
1020124,1289551
1020128,1289552
1020131,1289564
1020133,1289565
1020136,1289591
1020138,1289595
1020140,1289633
1020144,1289635
1020149,1289639
1020152,1289641
1020156,1289646
1020158,1289708
1020161,1289725
1020164,1289731
1020166,1289735
1020168,1289791
1020170,1289810
1020172,1289824
1020174,1289823
1020177,1289831
1020180,1289840
1020183,1289854
1020186,1289887
1020188,1289903
1020190,1289904
1020193,1289905
1020195,1289930
1020197,1289936
1020199,1289938
1020202,1289952
1020207,1290011
1020209,1290014
1020211,1290015
1020214,1290019
1020216,1290020
1020218,1290022
1020220,1290025
1020222,1290028
1020224,1290041
1020226,1290059
1020231,1290073
1020233,1290079
1020235,1290081
1020238,1290093
1020240,1290099
1020242,1290107
1020244,1290108
1020246,1290116
1020249,1290121
1020252,1290123
1020254,1290124
1020257,1290134
1020259,1290141
1020263,1290216
1020265,1290257
1020267,1290258
1020271,1290268
1020274,1290269
1020277,1290270
1020280,1290283
1020284,1290302
1020287,1290308
1020289,1290325
1020294,1290334
1020301,1290335
1020303,1290338
1020308,1290395
1020310,1290414
1020320,1290421
1020322,1290430
1020332,1290432
1020337,1290451
1020339,1290453
1020344,1290476
1020346,1290477
1020348,1290490
1020359,1290535
1020365,1290595
1020369,1290603
1020373,1290604
1020376,1290634
1020380,1290646
1020385,1290736
1020387,1290764
1020391,1290769
1020393,1290770
1020395,1290778
1020397,1290780
1020399,1290794
1020402,1290958
1020404,1290959
1020406,1290962
1020409,1290972
1020413,1290973
1020415,1291098
1020418,1291105
1020420,1291108
1020423,1291110
1020425,1291111
1020429,1291113
1020440,1291183
1020443,1291184
1020445,1291196
1020447,1291206
1020449,1291211
1020451,1291216
1020453,1291221
1020455,1291222
1020458,1291243
1020461,1291244
1020463,1291280
1020465,1291288
1020468,1291289
1020470,1291307
1020472,1291325
1020474,1291326
1020477,1291328
1020479,1291336
1020483,1291337
1020488,1291338
1020492,1291347
1020500,1291391
1020502,1291392
1020507,1291400
1020509,1291410
1020515,1291416
1020530,1291503
1020537,1291504
1020540,1291508
1020547,1291509
1020563,1291586
1020568,1291608
1020570,1291611
1020576,1291614
1020580,1291680
1020584,1291721
1020587,1291741
1020591,1291742
1020596,1291753
1020602,1291754
1020604,1291757
1020611,1291769
1020617,1291772
1020623,1291773
1020632,1291832
1020634,1291834
1020641,1291840
1020659,1291960
1020668,1291963
1020681,1291969
1020687,1292029
1020697,1292076
1020703,1292093
1020707,1292097
1020715,1292113
1020722,1292118
1020728,1292123
1020744,1292238
1020746,1292294
1020764,1292406
1020790,1292468
1020793,1292470
1020795,1292479
1020797,1292482
1020803,1292481
1020806,1292489
1020810,1292491
1020812,1292493
1020814,1292495
1020816,1292497
1020818,1292498
1020822,1292521
1020825,1292524
1020830,1292525
1020845,1292540
1020851,1292558
1020863,1292608
1020865,1292610
1020871,1292612
1020873,1292614
1020878,1292618
1020882,1292625
1020891,1292634
1020893,1292640
1020908,1292670
1020911,1292709
1020918,1292746
1020920,1292748
1020929,1292760
1020936,1292781
1020956,1292830
1020975,1292864
1021016,1293193
1021028,1293202
1021035,1293205
1021037,1293213
1021039,1293227
1021043,1293238
1021049,1293248
1021100,1293331
1021111,1293338
1021113,1293345
1021116,1293350
1021118,1293359
1021128,1293379
1021131,1293382
1021133,1293398
1021139,1293401
1021142,1293404
1021144,1293411
1021146,1293416
1021149,1293417
1021151,1293421
1021154,1293425
1021156,1293428
1021158,1293430
1021160,1293431
1021164,1293440
1021166,1293442
1021169,1293444
1021173,1293446
1021175,1293447
1021180,1293460
1021182,1293509
1021184,1293511
1021186,1293516
1021188,1293541
1021192,1293560
1021194,1293567
1021197,1293568
1021200,1293580
1021202,1293581
1021204,1293585
1021207,1293595
1021209,1293611
1021211,1293616
1021213,1293617
1021217,1293634
1021219,1293644
1021223,1293651
1021227,1293659
1021229,1293663
