1019838,5,1019837
1288226,1288230,1019837
1019840,2,1019839
1019841,3,1019839
1288227,1288229,1019839
1019843,7,1019842
1019844,8,1019842
1019845,9,1019842
1019846,10,1019842
1019847,11,1019842
1019848,12,1019842
1019849,13,1019842
1019850,14,1019842
1288240,1288246,1019842
1019852,16,1019851
1019853,17,1019851
1019854,18,1019851
1019855,19,1019851
1019856,20,1019851
1019857,21,1019851
1019858,22,1019851
1288241,1288248,1019851
1019860,1288268,1019859
1019861,1288273,1019859
1019862,48,1019859
1288260,1288272,1019859
86,1288341,1019863
107,1288342,1019863
695698,84,1019863
695700,1288341,1019863
695708,1288343,1019863
1019864,1288334,1019863
1288302,1288317,1019863
1288334,84,1019863
1288335,1288342,1019863
1288336,99,1019863
1288341,1288336,1019863
1288342,1288345,1019863
1288343,99,1019863
1288344,1288345,1019863
1019866,66,1019865
1288312,1288315,1019865
1019868,68,1019867
1019869,69,1019867
1288313,1288314,1019867
1019871,1288352,1019870
1019872,1288353,1019870
1019873,1288354,1019870
1019874,1288355,1019870
1019875,1288356,1019870
1019876,1288357,1019870
1019877,1288358,1019870
1019878,1288359,1019870
1288324,1288351,1019870
1019880,1288348,1019879
1288346,1288347,1019879
1019882,1288369,1019881
1019883,1288371,1019881
1288360,1288368,1019881
1019885,1288381,1019884
1019886,1288380,1019884
1288373,1288379,1019884
1019888,1288394,1019887
1019889,1288396,1019887
1288374,1288393,1019887
1019891,1288378,1019890
1288375,1288377,1019890
1019893,1288398,1019892
1019894,1288399,1019892
1288392,1288397,1019892
1019896,1288420,1019895
1288418,1288421,1019895
695724,128,1019897
1019898,1288457,1019897
1288439,1288458,1019897
1288469,128,1019897
1019900,119,1019899
1019901,120,1019899
1288456,1288470,1019899
1019903,1288480,1019902
1288478,1288479,1019902
1019905,1288500,1019904
1288483,1288498,1019904
1019907,1288503,1019906
1288490,1288517,1019906
1019909,132,1019908
1019910,1288493,1019908
1288491,1288492,1019908
1019912,1288530,1019911
1288522,1288546,1019911
1019914,1288527,1019913
1288525,1288528,1019913
1019916,139,1019915
1288553,1288555,1019915
1019918,152,1019917
1288562,1288575,1019917
1288577,1288579,1019917
1288578,1288579,1019917
1019920,1288568,1019919
1019921,147,1019919
1288563,1288569,1019919
1019923,174,1019922
1288580,1288588,1019922
1019925,1288583,1019924
1288581,1288584,1019924
1019927,159,1019926
1288582,1288592,1019926
1288594,1288596,1019926
1288595,1288596,1019926
1019929,163,1019928
1288597,1288600,1019928
1288602,1288604,1019928
1288603,1288604,1019928
1019931,1288605,1019930
1019932,170,1019930
1288599,1288606,1019930
1019934,177,1019933
1288610,1288612,1019933
1288614,1288616,1019933
1288615,1288616,1019933
1019936,1288620,1019935
1288611,1288621,1019935
1019938,194,1019937
1288618,1288644,1019937
1288647,1288651,1019937
1288652,1288651,1019937
1019940,181,1019939
1288619,1288625,1019939
1288628,1288630,1019939
1288629,1288630,1019939
1019942,1288633,1019941
1019943,190,1019941
1288627,1288634,1019941
1019945,185,1019944
1288632,1288638,1019944
1288641,1288643,1019944
1288642,1288643,1019944
1019947,183,1019946
1019948,186,1019946
1019950,1288664,1019949
1288653,1288665,1019949
1019952,197,1019951
1288654,1288659,1019951
1288661,1288663,1019951
1288662,1288663,1019951
1019956,206,1019955
1288658,1288671,1019955
1288675,1288681,1019955
1288683,1288681,1019955
1019958,1288678,1019957
1019959,202,1019957
1288669,1288680,1019957
1019961,204,1019960
1288670,1288686,1019960
1288688,1288690,1019960
1288689,1288690,1019960
1019963,1288693,1019962
1288691,1288694,1019962
1019965,214,1019964
1288692,1288708,1019964
1288710,1288712,1019964
1288711,1288712,1019964
1019967,1288699,1019966
1019968,212,1019966
1288698,1288700,1019966
1019970,1288705,1019969
1288704,1288706,1019969
1019972,220,1019971
1288717,1288728,1019971
1288731,1288733,1019971
1288732,1288733,1019971
1019974,1288723,1019973
1019975,223,1019973
1288718,1288725,1019973
1019977,218,1019976
1288722,1288724,1019976
1019979,225,1019978
1288737,1288739,1019978
1019981,227,1019980
1288738,1288743,1019980
1288745,1288747,1019980
1288746,1288747,1019980
1019983,1288751,1019982
1288748,1288752,1019982
1019985,229,1019984
1019986,230,1019984
1288749,1288750,1019984
1019988,1288762,1019987
1019989,235,1019987
1288759,1288763,1019987
1019991,239,1019990
1288761,1288769,1019990
1288771,1288774,1019990
1288772,1288774,1019990
1019993,253,1019992
1288776,1288777,1019992
1288779,1288781,1019992
1288780,1288781,1019992
1019995,1288784,1019994
1019996,1288782,1019994
1288785,1288786,1019994
1288787,1288786,1019994
271,1288812,1019997
1019998,271,1019997
1288788,1288806,1019997
1288812,1288816,1019997
1288814,1288816,1019997
1020000,277,1019999
1020001,1288822,1019999
282,1288834,1020002
1020003,282,1020002
1288818,1288830,1020002
1288834,1288836,1020002
1288835,1288836,1020002
1020005,284,1020004
1288823,1288837,1020004
290,1288856,1020006
695815,1288863,1020006
1020007,290,1020006
1288839,1288851,1020006
1288856,1288863,1020006
1288859,1288863,1020006
1288860,1288863,1020006
1020011,299,1020010
1288842,1288861,1020010
1020013,303,1020012
1288843,1288845,1020012
1020015,1288858,1020014
1288869,1288873,1020014
1288870,1288873,1020014
1288871,1288873,1020014
1288872,1288873,1020014
1020017,1288879,1020016
1288881,1288883,1020016
1288882,1288883,1020016
1020019,314,1020018
1020020,1288893,1020018
1288874,1288894,1020018
1288904,1288911,1020018
1288906,1288913,1020018
1288907,1288904,1020018
1288908,1288912,1020018
1288909,1288911,1020018
1288910,1288911,1020018
1288911,1288906,1020018
1288912,1288913,1020018
1020022,308,1020021
1020023,1288889,1020021
1288876,1288885,1020021
1020025,312,1020024
1288884,305,1020024
1020027,1288915,1020026
1288892,1288914,1020026
1020029,1288921,1020028
1020030,1288925,1020028
1288929,1288932,1020028
1288931,1288932,1020028
1020032,316,1020031
1288922,1288927,1020031
1020034,318,1020033
1288923,1288933,1020033
322,1288996,1020035
332,1288999,1020035
1020036,1288946,1020035
1288934,1288938,1020035
1288960,1288980,1020035
1288961,332,1020035
1288962,1288979,1020035
1288963,1288978,1020035
1288964,322,1020035
1288965,1288965,1020035
1288965,1288995,1020035
1288978,1288997,1020035
1288979,1288994,1020035
1288979,1288998,1020035
1288980,1289000,1020035
1288981,1288996,1020035
1288982,1288984,1020035
1288983,1288984,1020035
1288984,1288985,1020035
1288984,1288995,1020035
1288985,1288998,1020035
1288986,1289000,1020035
1288987,1288998,1020035
1288988,1289000,1020035
1288989,1288997,1020035
1288990,1289000,1020035
1288991,1288999,1020035
1288992,1288997,1020035
1288993,1288994,1020035
1288994,1288998,1020035
1288995,1288965,1020035
1288997,1288978,1020035
1288998,1288979,1020035
1288999,332,1020035
1289000,1288980,1020035
1289001,322,1020035
1020038,335,1020037
1288935,1289003,1020037
1289012,1289309,1020037
1289013,1289012,1020037
1289014,1289057,1020037
1289015,1289058,1020037
1289016,1289059,1020037
1289017,1289066,1020037
1289018,1289077,1020037
1289019,1289142,1020037
1289020,1289143,1020037
1289021,1289144,1020037
1289022,1289257,1020037
1289023,1289258,1020037
1289024,1289259,1020037
1289025,1289297,1020037
1289026,1289298,1020037
1289027,1289299,1020037
1289028,1289307,1020037
1289029,1289309,1020037
1289030,1289309,1020037
1289031,1289309,1020037
1289032,1289309,1020037
1289033,1289309,1020037
1289034,1289309,1020037
1289035,1289309,1020037
1289036,1289309,1020037
1289037,1289309,1020037
1289038,1289309,1020037
1289039,1289309,1020037
1289040,1289309,1020037
1289041,1289309,1020037
1289042,1289309,1020037
1289043,1289309,1020037
1289044,1289309,1020037
1289045,1289309,1020037
1289046,1289309,1020037
1289047,1289309,1020037
1289048,1289309,1020037
1289049,1289309,1020037
1289050,1289309,1020037
1289051,1289309,1020037
1289052,1289309,1020037
1289053,1289309,1020037
1289054,1289309,1020037
1289055,1289309,1020037
1289056,1289309,1020037
1289057,1289309,1020037
1289058,1289309,1020037
1289059,1289309,1020037
1289060,1289309,1020037
1289061,1289309,1020037
1289062,1289309,1020037
1289063,1289309,1020037
1289064,1289309,1020037
1289065,1289309,1020037
1289066,1289309,1020037
1289067,1289309,1020037
1289068,1289309,1020037
1289069,1289309,1020037
1289070,1289309,1020037
1289071,1289309,1020037
1289072,1289309,1020037
1289073,1289309,1020037
1289074,1289309,1020037
1289075,1289309,1020037
1289076,1289309,1020037
1289077,1289309,1020037
1289078,1289309,1020037
1289079,1289309,1020037
1289080,1289309,1020037
1289081,1289309,1020037
1289082,1289309,1020037
1289083,1289309,1020037
1289084,1289309,1020037
1289085,1289309,1020037
1289086,1289309,1020037
1289087,1289309,1020037
1289088,1289309,1020037
1289089,1289309,1020037
1289090,1289309,1020037
1289091,1289309,1020037
1289092,1289309,1020037
1289093,1289309,1020037
1289094,1289309,1020037
1289095,1289309,1020037
1289096,1289309,1020037
1289097,1289309,1020037
1289098,1289309,1020037
1289099,1289309,1020037
1289100,1289309,1020037
1289101,1289309,1020037
1289102,1289309,1020037
1289103,1289309,1020037
1289104,1289309,1020037
1289105,1289309,1020037
1289106,1289309,1020037
1289107,1289309,1020037
1289108,1289309,1020037
1289109,1289309,1020037
1289110,1289309,1020037
1289111,1289309,1020037
1289112,1289309,1020037
1289113,1289309,1020037
1289114,1289309,1020037
1289115,1289309,1020037
1289116,1289309,1020037
1289117,1289309,1020037
1289118,1289309,1020037
1289119,1289309,1020037
1289120,1289309,1020037
1289121,1289309,1020037
1289122,1289309,1020037
1289123,1289309,1020037
1289124,1289309,1020037
1289125,1289309,1020037
1289126,1289309,1020037
1289127,1289309,1020037
1289128,1289309,1020037
1289129,1289309,1020037
1289130,1289309,1020037
1289131,1289309,1020037
1289132,1289309,1020037
1289133,1289309,1020037
1289134,1289309,1020037
1289135,1289309,1020037
1289136,1289309,1020037
1289137,1289309,1020037
1289138,1289309,1020037
1289139,1289309,1020037
1289140,1289309,1020037
1289141,1289309,1020037
1289142,1289309,1020037
1289143,1289309,1020037
1289144,1289309,1020037
1289145,1289309,1020037
1289146,1289309,1020037
1289147,1289309,1020037
1289148,1289309,1020037
1289149,1289309,1020037
1289150,1289309,1020037
1289151,1289309,1020037
1289152,1289309,1020037
1289153,1289309,1020037
1289154,1289309,1020037
1289155,1289309,1020037
1289156,1289309,1020037
1289157,1289309,1020037
1289158,1289309,1020037
1289159,1289309,1020037
1289160,1289309,1020037
1289161,1289309,1020037
1289162,1289309,1020037
1289163,1289309,1020037
1289164,1289309,1020037
1289165,1289309,1020037
1289166,1289309,1020037
1289167,1289309,1020037
1289168,1289309,1020037
1289169,1289309,1020037
1289170,1289309,1020037
1289171,1289309,1020037
1289172,1289309,1020037
1289173,1289309,1020037
1289174,1289309,1020037
1289175,1289309,1020037
1289176,1289309,1020037
1289177,1289309,1020037
1289178,1289309,1020037
1289179,1289309,1020037
1289180,1289309,1020037
1289181,1289309,1020037
1289182,1289309,1020037
1289183,1289309,1020037
1289184,1289309,1020037
1289185,1289309,1020037
1289186,1289309,1020037
1289187,1289309,1020037
1289188,1289309,1020037
1289189,1289309,1020037
1289190,1289309,1020037
1289191,1289309,1020037
1289192,1289309,1020037
1289193,1289309,1020037
1289194,1289309,1020037
1289195,1289309,1020037
1289196,1289309,1020037
1289197,1289309,1020037
1289198,1289309,1020037
1289199,1289309,1020037
1289200,1289309,1020037
1289201,1289309,1020037
1289202,1289309,1020037
1289203,1289309,1020037
1289204,1289309,1020037
1289205,1289309,1020037
1289206,1289309,1020037
1289207,1289309,1020037
1289208,1289309,1020037
1289209,1289309,1020037
1289210,1289309,1020037
1289211,1289309,1020037
1289212,1289309,1020037
1289213,1289309,1020037
1289214,1289309,1020037
1289215,1289309,1020037
1289216,1289309,1020037
1289217,1289309,1020037
1289218,1289309,1020037
1289219,1289309,1020037
