6,3394807
26,3045052
36,3396865
62,3394822
71,3396865
83,3446340
85,3045112
87,2346203
96,3433667
98,2346203
105,3433667
110,3045112
112,3045112
114,3446339
116,3447135
118,3394791
121,2277412
123,2277279
131,2277418
134,2277287
138,3394838
140,2277336
145,2277342
151,3394839
153,2277735
155,3394822
158,3394839
160,2277388
162,3394838
168,2277394
176,3394838
178,2277360
180,3394839
184,3394839
187,3394868
188,2277366
191,3394847
196,3394838
198,2277279
200,2277287
203,3394839
208,2277412
210,2277418
213,3394839
215,2277444
219,3394839
221,2277452
226,3394839
231,2277471
233,2277477
236,3427253
238,3394839
242,3394915
244,3394948
248,3399398
250,3394934
252,3394839
254,3428674
256,2278900
258,3441645
262,3433667
264,2277418
267,2277336
268,3433693
269,3433693
270,3394838
272,2381984
274,3407728
279,2277729
281,3394838
285,3399103
289,3394838
293,3394902
294,3439640
296,3399558
302,3394925
307,3394925
309,3399558
313,3394838
315,3394925
317,3045582
319,3394927
321,3396949
323,3396949
325,2283104
327,2283104
328,2283104
329,2283104
330,2283104
331,3395081
334,3394838
336,2283104
337,2283104
338,2283104
347,2277729
354,2277731
363,2283104
365,2283104
367,3394942
369,2283104
371,2283104
379,3049281
385,2283104
387,2283104
389,2283104
391,2283104
393,2283104
397,2283104
399,2283104
401,2283104
403,2283104
405,2283104
409,2283104
414,2277731
416,2278900
418,3394934
420,2277729
423,2283104
425,3394934
427,3394934
428,2283104
430,3394897
432,2283104
434,2283104
439,2278900
443,2283104
445,2283104
447,3394897
449,2283104
451,2283104
453,2283104
455,3394956
457,2283104
459,2283104
461,2283104
465,2283104
467,3394960
469,3394962
475,2278900
479,2283104
481,2283104
483,3394968
487,3395037
492,3394897
494,2283104
496,2283104
504,3442684
513,3395037
522,3394971
526,3394983
531,3394971
539,3395037
542,3395037
545,3395037
550,2278900
552,2319497
554,2278900
556,2283104
563,2283104
572,2278900
575,3395047
582,2372828
584,3395042
586,3395042
588,3395047
596,3395047
603,3458528
605,3394847
609,3458528
613,3396004
615,2278900
617,2278900
619,2278900
621,2278900
633,3403528
635,3395007
641,3058136
651,3398847
656,2283104
658,2283104
662,3394995
664,2319518
667,3438089
669,3438090
671,2477651
674,3438041
676,2319518
678,3052618
680,2283104
682,2283104
684,2283104
686,2283104
688,2283104
690,2278900
692,2319518
695,3395034
697,2297903
700,3052618
702,3398847
704,3052618
706,3394988
710,2278900
712,2278900
716,2278900
720,3395024
722,2301335
725,3395024
730,2301335
739,2278900
762,2283104
764,2283104
766,2283104
768,3403948
770,2283104
774,2297903
776,2283104
778,2283104
780,3395098
783,2283104
785,2372828
787,3395051
789,2477651
791,3394922
798,2369412
805,2411138
809,3394838
811,2319518
815,3394839
817,3458528
819,3395148
821,2277729
823,3395144
824,3395010
826,3394839
828,2283104
832,2283104
834,3394838
841,2283104
843,3458528
848,3394838
850,2283104
852,2277729
854,2283104
859,2283104
861,2283104
863,3395072
867,2426839
870,2283104
872,2277729
876,2283104
878,2277729
879,2283104
881,2283104
883,2283104
885,2283104
888,2283104
890,2283104
892,3458528
895,2277729
897,2283104
899,2372828
900,2283104
902,2283104
904,2278900
906,3432253
908,3432254
910,3394838
912,2283104
915,2319518
916,3458528
918,2277729
922,3395497
928,3395067
930,2283104
932,2283104
936,3395497
942,2283104
947,2283104
951,3395122
953,3395158
981,3396010
985,3417787
988,2283104
990,2283104
995,3417791
1000,2283104
1002,2283104
1006,2283104
1007,2283104
1035,3459112
1041,2277729
1043,3395067
1045,3395086
1047,3395095
1053,3396949
1064,2283104
1069,2283104
1075,3459112
1079,3062497
1084,2283104
1092,2283104
1096,2426839
1099,3395169
1106,2283104
1113,2283104
1117,2319497
