2276071,1006311
2276073,1006311
2276081,1006311
2276109,1006311
2276157,1006311
2276159,1006311
2276170,1006311
2276172,1006311
2276259,1006311
2276261,1006311
2276385,1006311
2276400,1006311
2276457,1006311
2276488,1006311
2276490,1006311
2276502,1006311
2276538,1006311
2276612,1006311
2276618,1006311
2276624,1006311
2276766,1006311
2276784,1006311
2276977,1006311
2276989,1006311
2278560,1006311
2278566,1006311
2278570,1006311
2278572,1006311
2278583,1006311
2278585,1006311
2278589,1006311
2278597,1006311
2278599,1006311
2278601,1006311
2279993,1006311
2280523,1006311
2280626,1006311
2280628,1006311
2280712,1006311
2280717,1006311
2282204,1006311
2282289,1006311
2282291,1006311
2282528,1006311
2282688,1006311
2282690,1006311
2282821,1006311
2282849,1006311
2283244,1006311
2283246,1006311
2283252,1006311
2283254,1006311
2283442,1006311
2283444,1006311
2283446,1006311
2283448,1006311
2283487,1006311
2283628,1006311
2283753,1006311
2284406,1006311
2284414,1006311
2284416,1006311
2284493,1006311
2284563,1006311
2285098,1006311
2285152,1006311
2285871,1006311
2285933,1006311
2285935,1006311
2286064,1006311
2286584,1006311
2286592,1006311
2286606,1006311
2287137,1006311
2287141,1006311
2287168,1006311
2287170,1006311
2287176,1006311
2287178,1006311
2287479,1006311
2288039,1006311
2288088,1006311
2288335,1006311
2288387,1006311
2288539,1006311
2288541,1006311
2288750,1006311
2288752,1006311
2288779,1006311
2288967,1006311
2289077,1006311
2289385,1006311
2289581,1006311
2289590,1006311
2289594,1006311
2289603,1006311
2289623,1006311
2289880,1006311
2289882,1006311
2290255,1006311
2290266,1006311
2290875,1006311
2291089,1006311
2291091,1006311
2291282,1006311
2291284,1006311
2291547,1006311
2291624,1006311
2291626,1006311
2291632,1006311
2291634,1006311
2291661,1006311
2291663,1006311
2291690,1006311
2291713,1006311
2291725,1006311
2291735,1006311
2291740,1006311
2291742,1006311
2291744,1006311
2291748,1006311
2291752,1006311
2291800,1006311
2292085,1006311
2292095,1006311
2292199,1006311
2292203,1006311
2292211,1006311
2292224,1006311
2292231,1006311
2292263,1006311
2292265,1006311
2292267,1006311
2292269,1006311
2292271,1006311
2292277,1006311
2292279,1006311
2292283,1006311
2292285,1006311
2292481,1006311
2292535,1006311
2293057,1006311
2293329,1006311
2293353,1006311
2293699,1006311
2293737,1006311
2293818,1006311
2293826,1006311
2293881,1006311
2294476,1006311
2294688,1006311
2294715,1006311
2295187,1006311
2295244,1006311
2295250,1006311
2295256,1006311
2295274,1006311
2295322,1006311
2295414,1006311
2295416,1006311
2295419,1006311
2295637,1006311
2295643,1006311
2295647,1006311
2295655,1006311
2295661,1006311
2296413,1006311
2297020,1006311
2297588,1006311
2297598,1006311
2297771,1006311
2297773,1006311
2298011,1006311
2298013,1006311
2298177,1006311
2298690,1006311
2298692,1006311
2298716,1006311
2298807,1006311
2299270,1006311
2299272,1006311
2299286,1006311
2299288,1006311
2299290,1006311
2299292,1006311
