3697902,2,5,1288230,3043641,1019837
3697903,4,1288242,1288230,3043610,1019837
3697904,7,1288231,1288230,3043624,1019837
3697905,1,1288287,1288278,3043649,1240406
3697906,14,38,1288286,3043624,1240406
3697907,3,1288348,1288347,3043660,1019879
3697908,4,1288348,1288347,3043662,1019879
3697909,9,1288352,1288351,3043608,1019870
3697910,10,1288353,1288351,3043614,1019870
3697911,11,1288354,1288351,3043616,1019870
3697912,12,1288355,1288351,3043618,1019870
3697913,13,1288356,1288351,3043620,1019870
3697914,14,1288357,1288351,3043622,1019870
3697915,15,1288358,1288351,3043626,1019870
3697916,16,1288359,1288351,3043630,1019870
3697917,19,1288341,1288317,3043670,1019863
3697918,4,1288369,1288368,3043660,1019881
3697919,6,1288372,1288368,3043662,1019881
3697920,4,1288394,1288393,3043672,1019887
3697921,8,695707,1288379,3043660,1019884
3697922,10,1288391,1288379,3043662,1019884
3697923,5,1288396,1288393,3043673,1019887
3697924,43,103,1288317,3043624,1019863
3697925,17,695711,1288379,3043660,1019884
3697926,24,1288389,1288379,3043662,1019884
3697927,54,1288326,1288317,3043675,1019863
3697928,55,1288345,1288317,3043628,1019863
3697929,56,1288345,1288317,3043633,1019863
3697930,3,1288428,1288426,3043675,1240437
3697931,28,1288436,1288426,3043628,1240437
3697932,31,1288442,1288426,3043675,1240437
3697933,2,1288450,1288449,3043628,1240444
3697934,2,1288485,1288484,3043635,1240447
3697935,4,1288486,1288484,3043637,1240447
3697936,7,1288488,1288484,3043639,1240447
3697937,2,1288501,1288499,3043628,1240448
3697938,4,1288502,1288499,3043675,1240448
3697939,3,1288631,695752,3043686,1240456
3697940,2,1288719,1288716,3043690,1240460
3697941,4,1288720,1288716,3043693,1240460
3697942,6,1288721,1288716,3043695,1240460
3697943,3,1288734,1288724,3043690,1019976
3697944,5,1288735,1288724,3043693,1019976
3697945,7,1288736,1288724,3043695,1019976
3697946,3,1288740,1288739,3043690,1019978
3697947,5,1288741,1288739,3043693,1019978
3697948,7,1288742,1288739,3043695,1019978
3697949,4,1288756,1288750,3043690,1019984
