2221527,4,1288268,47,1017178,1019859
2221528,4,695690,1288286,1008131,1240406
2221529,9,695692,37,1006422,1240412
2221530,7,68,72,1006422,1019867
2221531,13,695699,1288338,1006312,1019863
2221532,6,1288381,97,1006422,1019884
2221533,15,1288382,106,1006422,1019884
2221534,18,695710,1288384,1006422,1019884
2221535,21,1288385,1288386,1006422,1019884
2221536,3,1288420,1288423,1006422,1019895
2221537,14,695716,1288443,1006312,1240437
2221538,19,695717,1288444,1006312,1240437
2221539,5,1288457,1288460,1006422,1019897
2221540,11,1288457,1288463,1006422,1019897
2221541,17,1288465,1288469,1006422,1019897
2221542,2,1288503,1288504,1006320,1019906
2221543,6,1288504,1288518,1006312,1019906
2221544,9,1288504,1288519,1006312,1019906
2221545,12,1288509,1288520,1006312,1019906
2221546,17,1288514,1288521,1006312,1019906
2221547,10,1288495,135,1006312,1019908
2221548,2,1288530,1288532,1006320,1019911
2221549,6,1288532,1288547,1006312,1019911
2221550,9,1288532,1288548,1006312,1019911
2221551,12,1288538,1288549,1006312,1019911
2221552,3,1288527,1288531,1006422,1019913
2221553,17,1288543,1288550,1006312,1019911
2221554,19,1288545,1288551,1006312,1019911
2221555,4,1288568,1288571,1006422,1019919
2221556,3,695738,1288564,1014054,1240453
2221557,3,1288583,1288586,1006422,1019924
2221558,4,1288605,1288608,1006422,1019930
2221559,3,1288620,1288623,1006422,1019935
2221560,4,1288633,1288636,1006422,1019941
2221561,6,695758,1288637,1006321,1019946
2221562,3,1288664,1288667,1006422,1019949
2221563,4,1288678,1288684,1006422,1019957
2221564,3,1288693,1288696,1006422,1019962
2221565,4,1288699,1288702,1006422,1019966
2221566,3,1288705,1288713,1006422,1019969
2221567,4,1288723,1288727,1006422,1019973
2221568,3,1288751,1288754,1006422,1019982
2221569,4,1288762,1288766,1006422,1019987
2221570,12,695789,1288805,1006312,1240463
2221571,13,695802,280,1006322,1019999
2221572,3,1288924,1288930,1006312,1020028
2221573,29,326,1288971,1006312,1020035
2221574,36,695826,1288972,1006312,1020035
2221575,50,326,1288973,1006312,1020035
2221576,66,326,1288974,1006312,1020035
2221577,70,326,1288975,1006312,1020035
2221578,4,1289366,383,1008523,1020074
2221579,29,1289366,1289387,1008522,1020074
2221580,3,1289404,1289410,1006422,1020070
2221581,5,1289405,1289413,1006312,1020070
2221582,32,1289425,1289407,1006422,1020070
2221583,34,1289408,1289415,1006312,1020070
2221584,41,1289366,1289388,1012540,1020074
2221585,3,1289435,1289442,1006422,1020078
2221586,5,1289436,1289445,1006312,1020078
2221587,32,1289458,1289439,1006422,1020078
2221588,34,1289440,1289447,1006312,1020078
2221589,119,1289366,1289392,1011788,1020074
2221590,2,695953,1289529,1007067,1240481
2221591,4,1289645,589,1006317,1020152
2221592,8,594,597,1006317,1020156
2221593,18,695979,610,1006333,1020156
2221594,4,1289792,1289794,1006641,1020168
2221595,2,696048,1289857,1008145,1240494
2221596,5,696051,1289859,1006325,1240494
2221597,4,1289888,1289890,1008148,1020186
2221598,20,696053,1289877,1006326,1240494
2221599,26,696055,1289863,1006311,1240494
2221600,30,696057,1289866,1006311,1240494
2221601,11,1289920,1289921,1008145,1020193
2221602,2,1290027,806,1018880,1020220
