3121802,53,1288326,1288325,1019863
3121803,9,1288432,1288431,1240437
3121804,3,1288482,1288481,1019902
3121805,6,1288488,1288487,1240447
3121806,8,1288509,1288506,1019906
3121807,14,1288513,1288511,1019906
3121808,18,1288516,1288515,1019906
3121809,8,1288538,1288535,1019911
3121810,14,1288542,1288540,1019911
3121811,18,1288545,1288544,1019911
3121812,15,195,1288646,1019937
3121813,15,207,1288674,1019955
3121814,7,257,1288782,1019994
3121815,38,1288959,333,1020035
3121816,54,1288957,333,1020035
3121817,60,1288956,333,1020035
3121818,64,1288955,333,1020035
3121819,74,1288951,333,1020035
3121820,80,1288950,333,1020035
3121821,84,1288949,333,1020035
3121822,100,1288948,333,1020035
3121823,104,1288954,333,1020035
3121824,107,1288953,333,1020035
3121825,113,1288952,333,1020035
3121826,222,1288947,333,1020035
3121827,13,361,1289346,1240473
3121828,16,1289353,1289347,1240473
3121829,20,366,1289348,1240473
3121830,23,368,1289349,1240473
3121831,60,1289391,695877,1020074
3121832,138,473,695925,1020074
3121833,31,514,1289492,1020097
3121834,40,515,1289492,1020097
3121835,8,1289513,1289512,1020111
3121836,12,1289517,1289514,1020111
3121837,9,1289558,1289556,1020128
3121838,11,1289608,1289607,1240483
3121839,14,1289622,1289609,1240483
3121840,27,1289606,1289600,1240483
3121841,29,1289604,1289602,1240483
3121842,16,1289763,1289762,1020158
3121843,19,1289778,1289764,1020158
3121844,45,1289745,1289744,1020158
3121845,59,1289747,1289746,1020158
3121846,65,1289783,1289760,1020158
3121847,133,1289672,1289669,1240485
3121848,135,1289671,1289670,1240485
3121849,89,683,1289756,1020158
3121850,97,1289758,1289757,1020158
3121851,104,1289751,1289748,1020158
3121852,106,1289750,1289749,1020158
3121853,174,1289666,1289665,1240485
3121854,178,699,1289668,1240485
3121855,190,1289685,1289663,1240485
3121856,200,1289686,1289662,1240485
3121857,206,707,1289661,1240485
3121858,14,1289868,1289867,1240494
3121859,18,1289873,1289871,1240494
3121860,5,1289915,1289914,1020188
3121861,24,773,1289966,1020202
3121862,27,1289989,1289967,1020202
3121863,29,779,1289968,1020202
3121864,39,786,1289969,1020202
3121865,46,1289972,1289971,1020202
3121866,49,1289993,1289978,1020202
3121867,53,1289981,1289980,1020202
3121868,22,1290148,1290146,1020257
3121869,40,1290175,1290174,1020257
3121870,57,1290167,1290166,1020257
3121871,61,1290170,1290169,1020257
3121872,13,1290247,1290217,1020259
3121873,24,984,1290219,1020259
3121874,36,991,1290219,1020259
3121875,97,1290225,1290219,1020259
3121876,102,1290228,1290219,1020259
3121877,106,1048,1290219,1020259
3121878,107,1049,1290219,1020259
3121879,41,1290194,696217,1240510
3121880,48,1290197,696217,1240510
3121881,3,1290348,1290347,1020301
3121882,8,1290340,1132,1020296
3121883,10,1127,1132,1020296
3121884,14,1290346,1132,1020296
3121885,17,1290358,1132,1020296
3121886,19,1129,1132,1020296
3121887,12,1290357,1290356,1020301
3121888,31,1290360,1132,1020296
3121889,39,1290341,1132,1020296
3121890,29,1290353,1290352,1020301
3121891,4,1290433,1312,1020315
3121892,8,1295,1312,1020315
3121893,14,1298,1312,1020315
3121894,4,1290475,1290474,1020337
3121895,5,1290483,1290482,1020344
3121896,11,1436,1290629,1020367
3121897,11,1290676,1290650,1020376
3121898,15,1290653,1290652,1020376
3121899,18,1290685,1290652,1020376
3121900,21,1290678,1290652,1020376
3121901,60,1290699,1290670,1020376
3121902,69,1290706,1290652,1020376
3121903,75,1290710,1290659,1020376
3121904,78,1290717,1290652,1020376
3121905,83,1290690,1290675,1020380
3121906,85,1290692,1290675,1020380
3121907,87,1290694,1290681,1020380
3121908,89,1290696,1290681,1020380
3121909,93,1290726,1290681,1020380
3121910,10,1290850,1290799,1020387
3121911,12,1290852,1290800,1020387
3121912,32,1290844,1290843,1020387
3121913,35,1563,1290845,1020387
3121914,39,1564,1290846,1020387
3121915,47,1290871,1290841,1020387
3121916,59,1290837,1290836,1020387
3121917,61,1566,1290800,1020387
3121918,65,1567,1290838,1020387
3121919,72,1290880,1290800,1020387
3121920,85,1290830,1290829,1020387
3121921,88,1569,1290831,1020387
3121922,92,1570,1290832,1020387
3121923,100,1290887,1290827,1020387
3121924,109,1290892,1290800,1020387
3121925,131,1290898,1290804,1020387
3121926,135,1290900,1290800,1020387
3121927,146,1290907,1290824,1020387
3121928,152,1290911,1290800,1020387
3121929,160,1290914,1290818,1020387
3121930,164,1290918,1290800,1020387
3121931,174,1290925,1290800,1020387
3121932,181,1290930,1290813,1020387
3121933,189,1290933,1290810,1020387
3121934,193,1290936,1290800,1020387
3121935,10,1291024,1290983,1020409
3121936,12,1291026,1290984,1020409
3121937,32,1291039,1291020,1020409
3121938,38,1291042,1290984,1020409
3121939,50,1291046,1291016,1020409
3121940,54,1291049,1290984,1020409
3121941,65,1291053,1290996,1020409
3121942,75,1291057,1290984,1020409
3121943,87,1291061,1290988,1020409
3121944,91,1291064,1290984,1020409
3121945,98,1291067,1291012,1020409
3121946,108,1291071,1290984,1020409
3121947,116,1291074,1291006,1020409
3121948,120,1291077,1290984,1020409
3121949,126,1291080,1290984,1020409
3121950,137,1291084,1291003,1020409
3121951,145,1291087,1290998,1020409
3121952,149,1291090,1290984,1020409
3121953,5,1291120,1291119,1020423
3121954,8,1291122,1291121,1020423
3121955,17,1291130,1291128,1020423
3121956,5,1291228,1291227,1020453
3121957,8,1695,1291229,1020453
