31,11,1238076,1019859
33,11,1075549,1240406
39,15,1238113,1019859
44,19,1046112,1240406
67,4,1037040,1019867
100,40,1075549,1019863
148,4,1079274,1240454
164,8,1079279,1019922
171,11,1075549,1019922
182,2,1019999,1019946
193,16,1036972,1019937
205,16,1036972,1019955
240,8,1221216,1240459
246,7,1193205,1240461
260,22,1031637,1240461
276,20,1019994,1019999
287,12,1075658,1020004
300,14,1021707,1020012
304,5,1138594,1020024
341,2,1020028,1020048
344,2,1020041,1020057
355,2,1020057,1020060
358,14,1020351,1240473
373,33,1020351,1240473
376,2,1020048,1020067
382,6,1035695,1020074
395,35,1020361,1020074
407,47,1020361,1020074
411,63,1192991,1020074
436,90,1192978,1020074
463,125,1020361,1020074
471,141,1041565,1020074
490,1,1026717,1240479
500,8,1163972,1020099
516,4,1139558,1020105
519,8,1139558,1020105
524,1,1139556,1240481
533,12,1075549,1020117
564,7,1075549,1240484
593,2,1037009,1020156
611,8,1145905,1240485
714,18,1061075,1020170
733,2,1061133,1240495
741,21,1036972,1020193
744,25,1079031,1020193
747,2,1141068,1020197
749,29,1079031,1020193
752,33,1079138,1020193
757,3,1045838,1020199
796,68,1035678,1020202
800,73,1193006,1020202
831,126,1061120,1020202
836,11,1223379,1020235
856,26,1223379,1020235
887,142,1061120,1020202
920,4,1210127,1020246
934,6,1210127,1020249
944,10,1223379,1020257
955,6,1033746,1240511
958,49,1075549,1020257
964,76,1075549,1020257
970,83,1075549,1020257
974,91,1075549,1020257
979,2,1072049,1020263
983,25,1061075,1020259
1011,76,1075549,1020259
1017,82,1075549,1020259
1021,3,1020269,1020267
1025,5,1033739,1020265
1028,6,1239850,1020265
1033,88,1075549,1020259
1055,9,1106649,1020269
1058,6,1033739,1020271
1066,12,1223379,1020277
1073,9,1239850,1020271
1077,14,1125315,1020271
1086,27,1223379,1020277
1108,10,1223379,1020287
1119,3,1020296,1020291
1130,23,1020315,1020296
1135,27,1020305,1020296
1139,35,1020305,1020296
1141,37,1020315,1020296
1142,41,1020305,1020296
1148,6,1165606,1020274
1156,20,1084729,1020274
1175,39,1035678,1020274
1179,42,1035686,1020274
1181,45,1035688,1020274
1183,48,1035684,1020274
1185,52,1035692,1020274
1188,56,1035692,1020274
1193,63,1192991,1020274
1196,67,1192991,1020274
1199,71,1192991,1020274
1202,75,1192991,1020274
1205,79,1192991,1020274
1209,87,1192978,1020274
1212,91,1192978,1020274
1215,95,1192978,1020274
1218,99,1192978,1020274
1221,103,1192978,1020274
1229,111,1069223,1020274
1233,117,1069223,1020274
1237,123,1069223,1020274
1241,129,1069223,1020274
1246,139,1069234,1020274
1250,145,1069234,1020274
1254,151,1069234,1020274
1258,157,1069234,1020274
1263,167,1069236,1020274
1267,173,1069236,1020274
1271,179,1069236,1020274
1275,185,1069236,1020274
1281,199,1041565,1020274
1285,204,1041565,1020274
1289,209,1041565,1020274
1304,26,1110984,1020315
1310,37,1020315,1020315
1314,43,1117857,1020315
1316,11,1045838,1020322
1338,21,1192136,1020332
1345,29,1069209,1020332
1347,40,1155138,1020332
1352,66,1155138,1020332
1358,4,1020335,1020342
1364,7,1034045,1020348
1393,11,1020382,1020356
1396,10,1075549,1020359
