3336140,4,1288235,3043612,1240401
3336141,5,1288234,3043642,1240401
3336142,12,1288237,3043612,1240401
3336143,13,1288236,3043643,1240401
3336144,6,27,3043648,1019859
3336145,9,1288271,3043651,1019859
3336146,21,63,3043657,1019859
3336147,5,1288390,3043658,1019884
3336148,13,1288383,3043658,1019884
3336149,1,1288424,3043677,1240440
3336150,4,1288461,3043658,1019897
3336151,10,1288464,3043658,1019897
3336152,3,1288515,3043681,1019906
3336153,4,1288511,3043680,1019906
3336154,5,1288506,3043679,1019906
3336155,3,1288544,3043684,1019911
3336156,4,1288540,3043680,1019911
3336157,5,1288535,3043679,1019911
3336158,2,1288534,3043658,1019913
3336159,3,1288572,3043658,1019919
3336160,2,1288587,3043658,1019924
3336161,3,1288609,3043658,1019930
3336162,2,1288624,3043658,1019935
3336163,3,1288639,3043658,1019941
3336164,2,1288668,3043658,1019949
3336165,3,1288685,3043658,1019957
3336166,2,1288697,3043658,1019962
3336167,3,1288703,3043658,1019966
3336168,2,1288714,3043658,1019969
3336169,3,1288729,3043658,1019973
3336170,2,1288755,3043658,1019982
3336171,3,1288767,3043658,1019987
3336172,0,1288775,3043658,1240462
3336173,0,1288792,3043663,1240463
3336174,2,1288800,3043663,1240463
3336175,4,1288793,3043658,1240463
3336176,7,1288794,3043658,1240463
3336177,10,1288795,3043658,1240463
3336178,14,1288798,3043696,1240463
3336179,17,1288796,3043677,1240463
3336180,20,1288799,3043667,1240463
3336181,26,1288803,3043658,1240463
3336182,31,1288802,3043658,1240463
3336183,35,1288797,3043663,1240463
3336184,0,1288811,3043665,1240465
3336185,3,1288808,3043658,1240465
3336186,13,301,3043716,1020012
3336187,77,431,3043717,1020074
3336188,104,448,3043717,1020074
3336189,140,474,3043735,1020074
3336190,148,1289372,3043736,1020074
3336191,155,493,3043717,1020074
3336192,6,1289490,3043737,1020099
3336193,2,517,3043688,1020105
3336194,3,518,3043739,1020105
3336195,6,520,3043688,1020105
3336196,7,521,3043740,1020105
3336197,0,525,3043688,1240481
3336198,4,1289530,3043740,1240481
3336199,3,717,3043739,1020174
3336200,5,1289837,3043739,1020177
3336201,7,1289838,3043740,1020177
3336202,125,846,3043806,1020202
3336203,141,893,3043806,1020202
3336204,155,1289977,3043806,1020202
3336205,25,1290193,3043685,1240510
3336206,44,1290199,3043681,1240510
3336207,1,1290290,3043819,1240515
3336208,13,1078,3043820,1020271
3336209,1,1290294,3043821,1240516
3336210,1,1290297,3043823,1240517
3336211,25,1290367,3043837,1020296
3336212,4,1147,3043717,1020274
3336213,25,1290402,3043838,1020274
3336214,51,1187,3043840,1020274
3336215,55,1190,3043841,1020274
3336216,110,1230,3043842,1020274
3336217,116,1234,3043843,1020274
3336218,122,1238,3043844,1020274
3336219,128,1242,3043845,1020274
3336220,138,1247,3043842,1020274
3336221,144,1251,3043843,1020274
3336222,150,1255,3043844,1020274
3336223,156,1259,3043845,1020274
3336224,166,1264,3043842,1020274
3336225,172,1268,3043843,1020274
3336226,178,1272,3043844,1020274
3336227,184,1276,3043845,1020274
3336228,197,1283,3043736,1020274
3336229,198,1284,3043735,1020274
3336230,202,1287,3043846,1020274
3336231,203,1288,3043735,1020274
3336232,207,1291,3043847,1020274
3336233,208,1292,3043735,1020274
3336234,213,1290393,3043848,1020274
3336235,216,1290392,3043849,1020274
3336236,219,1290391,3043850,1020274
3336237,222,1290390,3043851,1020274
3336238,225,1290389,3043852,1020274
3336239,228,1290388,3043853,1020274
3336240,231,1290387,3043854,1020274
3336241,234,1290386,3043855,1020274
3336242,237,1290385,3043856,1020274
3336243,240,1290384,3043857,1020274
3336244,243,1290383,3043858,1020274
3336245,246,1290382,3043859,1020274
3336246,249,1290381,3043860,1020274
3336247,252,1290380,3043861,1020274
3336248,255,1290379,3043862,1020274
3336249,4,1290445,3043866,1020335
3336250,12,1335,3043717,1020332
3336251,0,1290537,3043880,1240529
3336252,1,1290617,3043869,1240530
3336253,3,1290618,3043870,1240530
3336254,5,1290619,3043871,1240530
3336255,7,1290620,3043872,1240530
3336256,9,1290621,3043873,1240530
3336257,11,1290622,3043874,1240530
3336258,13,1290623,3043875,1240530
3336259,15,1290624,3043876,1240530
3336260,17,1290625,3043877,1240530
3336261,19,1290626,3043878,1240530
3336262,21,1290627,3043879,1240530
3336263,46,1524,3043891,1020385
3336264,1,1290781,3043901,1240538
3336265,3,1542,3043904,1240539
3336266,7,1290788,3043905,1020397
3336267,3,1553,3043904,1240541
3336268,4,1290915,3043651,1020399
3336269,8,1584,3043908,1020413
3336270,14,1290978,3043909,1020413
3336271,14,1291173,3043774,1020438
3336272,18,1291175,3043930,1020438
3336273,6,1291121,3043937,1020423
3336274,21,1291174,3043774,1020438
3336275,6,1291229,3043937,1020453
3336276,26,1291343,3043956,1020479
3336277,32,1291399,3043956,1020502
3336278,5,1291422,3043956,1020515
3336279,1,1822,3043959,1240562
3336280,3,1291448,3043960,1240562
3336281,5,1291450,3043963,1240562
3336282,7,1291452,3043965,1240562
3336283,9,1291456,3043967,1240562
3336284,2,1841,3043969,1020549
3336285,25,1291556,3043956,1020530
3336286,43,1291555,3043956,1020530
3336287,2,1884,3043951,1020557
3336288,3,1291574,3043782,1240563
3336289,19,1291595,3044001,1020563
3336290,1,1291612,3044012,1240568
3336291,33,1291596,3044001,1020563
3336292,45,1291594,3043999,1020563
3336293,51,1291589,3043999,1020563
3336294,65,1947,3044016,1020563
3336295,74,1291593,3043999,1020563
3336296,89,1291592,3043999,1020563
3336297,97,1291591,3043999,1020563
3336298,3,1291722,3044001,1020584
3336299,8,2090,3044031,1020591
3336300,97,1291885,3043999,1020591
3336301,110,1291886,3044003,1020591
3336302,115,1291887,3044003,1020591
3336303,123,2171,3044031,1020591
3336304,128,1291888,3044001,1020591
3336305,150,1291889,3043999,1020591
3336306,156,1291890,3044001,1020591
3336307,37,2263,3044114,1020697
3336308,0,1292090,3044116,1240578
3336309,1,1292092,3044119,1020701
3336310,11,1292094,3044121,1020701
3336311,1,1292133,3044032,1240579
3336312,3,1292134,3044033,1240579
3336313,5,1292135,3044034,1240579
3336314,7,1292136,3044037,1240579
3336315,9,1292137,3044038,1240579
3336316,11,1292138,3044039,1240579
3336317,13,1292139,3044042,1240579
3336318,15,1292140,3044043,1240579
3336319,17,1292141,3044044,1240579
3336320,19,1292142,3044045,1240579
3336321,21,1292143,3044046,1240579
3336322,23,1292144,3044047,1240579
3336323,25,1292145,3044048,1240579
3336324,27,1292146,3044049,1240579
3336325,29,1292147,3044050,1240579
3336326,31,1292148,3044051,1240579
3336327,33,1292149,3044052,1240579
3336328,35,1292150,3044053,1240579
3336329,37,1292151,3044054,1240579
3336330,39,1292152,3044055,1240579
3336331,41,1292153,3044056,1240579
3336332,43,1292154,3044057,1240579
3336333,45,1292155,3044058,1240579
3336334,47,1292156,3044059,1240579
3336335,49,1292157,3044060,1240579
3336336,51,1292158,3044061,1240579
3336337,53,1292159,3044062,1240579
3336338,55,1292160,3044063,1240579
3336339,57,1292161,3044064,1240579
3336340,59,1292162,3044065,1240579
3336341,61,1292163,3044066,1240579
3336342,63,1292164,3044067,1240579
3336343,65,1292165,3044068,1240579
3336344,67,1292166,3044069,1240579
3336345,69,1292167,3044070,1240579
3336346,71,1292168,3044071,1240579
3336347,73,1292169,3044072,1240579
3336348,75,1292170,3044073,1240579
3336349,77,1292171,3044074,1240579
3336350,79,1292172,3044075,1240579
3336351,81,1292173,3044076,1240579
3336352,83,1292174,3044077,1240579
3336353,85,1292175,3044078,1240579
3336354,87,1292176,3044079,1240579
3336355,89,1292177,3044080,1240579
3336356,91,1292178,3044081,1240579
3336357,93,1292179,3044082,1240579
3336358,95,1292180,3044083,1240579
3336359,97,1292181,3044084,1240579
3336360,99,1292182,3044085,1240579
3336361,101,1292183,3044086,1240579
3336362,103,1292184,3044087,1240579
3336363,105,1292185,3044088,1240579
3336364,107,1292186,3044089,1240579
3336365,109,1292187,3044090,1240579
3336366,111,1292188,3044091,1240579
3336367,113,1292190,3044092,1240579
3336368,115,1292191,3044093,1240579
3336369,117,1292192,3044094,1240579
3336370,119,1292193,3044095,1240579
3336371,121,1292194,3044096,1240579
3336372,123,1292195,3044099,1240579
3336373,125,1292196,3044100,1240579
3336374,127,1292197,3044101,1240579
3336375,129,1292198,3044102,1240579
3336376,131,1292199,3044103,1240579
3336377,133,1292200,3044106,1240579
3336378,135,1292201,3044107,1240579
3336379,14,1292202,3043955,1020740
3336380,83,2375,3044114,1020703
3336381,5,1292265,3043999,1020744
3336382,10,1292268,3043999,1020744
3336383,3,2451,3044123,1020746
3336384,9,1292393,3044007,1020746
3336385,12,1292394,3044007,1020746
3336386,3,1292409,3044003,1020764
3336387,6,1292410,3044003,1020764
3336388,10,1292411,3044005,1020764
3336389,2,1292412,3044125,1020766
3336390,1,1292417,3044005,1240583
3336391,8,1292419,3044005,1240583
3336392,10,1292420,3044005,1240583
3336393,2,1292441,3044005,1240584
