1019837,2279192,1010547,1008131,2335379,3394779,1
1019839,2279192,3394780,1008129,2335379,3394781,2
1019842,2279192,3394782,1008126,2335379,3394783,8
1019851,2279192,3394784,1008129,2335379,3394785,7
1019859,3394787,3394788,1008133,2335379,3394789,3
1019863,2280391,1006312,1008131,1019402,2280393,1
1019865,2279192,1008962,1008134,2335379,3394804,1
1019867,3394791,3394805,1008129,1011078,3394806,2
1019870,3394807,3394782,1008126,2335379,3394783,8
1019879,2279192,1006422,1008136,2335379,3394809,1
1019881,2279192,3394810,1008136,2335379,3394811,2
1019884,2279192,3394818,1008136,2335379,3394819,2
1019887,2279192,3394820,1008137,2335379,3394821,2
1019890,3394822,1006347,1008129,1011078,3394823,1
1019892,3394822,3394824,1008129,1011078,3394825,2
1019895,3394828,1006312,1008136,1008136,3394829,1
1019897,3394831,1006312,1008136,1008136,3394829,1
1019899,3394791,3394805,1008129,1010687,3394832,2
1019902,2277735,1006312,1008137,1006318,2320083,1
1019904,2371754,1013788,1008137,2335379,2502841,1
1019906,3394838,1006312,1008139,1006312,2303343,1
1019908,3394835,3394836,1008136,2335379,3394837,2
1019911,3394839,1006312,1008139,1006312,2303343,1
1019913,2277336,1006312,1008136,1006316,3394840,1
1019915,3394841,1006312,1008139,1006312,2303343,1
1019917,3394844,1006312,1008139,1006402,2355028,1
1019919,2277342,3394845,1008136,2335379,3394846,2
1019922,3394847,1006317,1008137,1006317,3394849,1
1019924,2277388,1006312,1008136,1006398,3394850,1
1019926,3394851,1006312,1008139,1006402,2355028,1
1019928,3394854,1006312,1008139,1006402,2355028,1
1019930,2277394,3394855,1008136,2335379,3394856,2
1019933,3394857,1006312,1008139,1006402,2355028,1
1019935,2277360,1006312,1008136,1006320,3394858,1
1019937,2477651,1006318,1008137,1006312,3394860,1
1019939,3394861,1006312,1008139,1006402,2355028,1
1019941,2277366,3394862,1008136,2335379,3394863,2
1019944,3394864,1006312,1008139,1006402,2355028,1
1019946,3394865,3394866,1006322,1006321,3394867,2
1019949,2277279,1006312,1008136,1006312,2303343,1
1019951,3394868,1006312,1008139,1006402,2355028,1
1019953,3394872,1009160,1006322,1007862,3394873,1
1019955,3394875,1006318,1008137,1006312,3394860,1
1019957,2277287,3394805,1008136,2335379,2544907,2
1019960,3394876,1006312,1008139,1006402,2355028,1
1019962,2277412,1006312,1008136,1006422,3394877,1
1019964,3394878,1006312,1008139,1006402,2355028,1
1019966,2277418,3394879,1008136,2335379,3394880,2
1019969,2277444,1006312,1008136,1006347,3394881,1
1019971,3394882,1006312,1008139,1006402,2355028,1
1019973,2277452,3394824,1008136,2335379,3394883,2
1019976,2279192,1006921,1008143,2335379,3394884,1
1019978,2279192,1006338,1008143,2335379,2280293,1
1019980,3394885,1006312,1008139,1006402,2355028,1
1019982,2277471,1006312,1008136,1006344,3394886,1
1019984,2279192,3394887,1008143,2335379,3394888,2
1019987,2277477,3394889,1008136,2335379,3394890,2
1019990,3394892,1006312,1008139,1006402,2355028,1
1019992,3394893,1006312,1008139,1006402,2355028,1
1019994,3394894,3394895,1006322,1006402,3394896,2
1019997,3394897,1006312,1008139,1006312,2303343,1
1019999,3394898,3394866,1006322,1007613,3394899,2
1020002,3394902,1006312,1008139,1006312,2303343,1
1020004,3394903,1014607,1008143,2335379,3394904,1
1020006,3394905,1006312,1008139,1006312,2303343,1
1020008,3043864,1011045,1018641,2335379,3394906,1
1020010,3394907,1006312,1008143,2335379,2291882,1
1020012,2279192,1006338,1008145,2335379,2280293,1
1020014,3394908,1006312,1008144,1006402,2355028,1
1020016,3394909,1006312,1008144,1006402,2355028,1
1020018,2316587,3394805,1008139,1006312,2309979,2
1020021,2279192,3394911,1008145,2335379,3394912,2
1020024,3394913,1008362,1008143,2335379,3394914,1
1020026,3394915,1006383,1008145,2335379,2316504,1
1020028,3394916,3394810,1008144,1006422,3394917,2
1020031,3394922,1006338,1008145,2335379,2280293,1
1020033,3394923,1009620,1008143,2335379,3394924,1
1020035,3394925,1006338,1008145,2335379,2280293,1
1020037,3394926,1006312,1008139,1006312,2303343,1
1020039,3394927,1010772,1008143,2335379,3394928,1
1020041,3394916,3394805,1008144,1006312,2309979,2
1020044,3394916,3394931,1008144,1006312,3394932,3
1020048,2322357,3394810,1008144,1006422,3394917,2
1020051,3394934,1006402,1008143,2335379,2359118,1
1020053,3394935,3394936,1008143,2335379,3394937,3
1020057,2322357,3394805,1008144,1006312,2309979,2
1020060,3394938,3394805,1008144,1006312,2309979,2
1020063,2277731,1006501,1008143,2335379,3394940,1
1020065,3049281,1019091,1008143,2335379,3394941,1
1020067,3394938,3394810,1008144,1006422,3394917,2
1020070,3394944,3394945,1008144,1006328,3394946,3
1020074,3394942,1006326,1008145,1006338,3394943,1
1020076,3394948,1008790,1008143,2335379,3394949,1
1020078,3394944,3394950,1008144,1008387,3394951,3
1020082,3394952,1007399,1008143,2335379,3394953,1
1020084,3394956,1008585,1008143,2335379,3394957,1
1020086,3394960,1011431,1008143,2335379,3394961,1
1020088,3394962,1006422,1008146,1008146,3394963,1
1020090,3394962,1013352,1008146,1008146,3394966,1
1020092,2297903,3394805,1008146,1008146,3394967,2
1020095,3394968,1006501,1008143,2335379,3394940,1
1020097,3394971,1006311,1008146,1008146,3394972,1
1020099,3394973,3394974,1008143,2335379,3394975,5
1020105,3394978,1006402,1008143,2335379,2359118,1
1020107,3394979,3394980,1008146,1008146,3394981,3
1020111,3394976,1006325,1008145,2335379,3394977,1
1020113,3394983,3394980,1008146,1008146,3394981,3
1020117,3394984,1006325,1008145,2335379,3394977,1
1020119,3394983,3394985,1008146,1008146,3394986,4
1020124,3394988,3394980,1008146,1008146,3394981,3
1020128,3394989,3394990,1008145,2335379,3394991,2
1020131,3394992,1018068,1008146,1008146,3394993,1
1020133,3394994,3394990,1008145,2335379,3394991,2
1020136,3394995,1006402,1008146,1008146,3394996,1
1020138,3394999,1006338,1008146,1008146,3395000,1
1020140,2372828,3395002,1008145,1008387,3395003,3
1020144,3394915,1006383,1008146,1008146,3395004,1
1020146,2372828,3395005,1008145,1006338,3395006,2
1020149,3395007,3394805,1008146,1008146,3394967,2
1020152,2372828,3395008,1008145,1008387,3395009,3
1020156,3395010,1006318,1008145,1006334,3395011,1
1020158,2301335,3395015,1008145,1006317,3395016,2
1020161,2279192,3395017,1008147,2335379,3395018,2
1020164,3395019,1007231,1008147,1006402,3395020,1
1020166,2279192,1006312,1006641,2335379,2291882,1
1020168,2278900,1006318,1006641,1006402,2320668,1
1020170,3395024,1006338,1008148,1006318,3395025,1
1020172,2301335,1006338,1008145,1006317,3395026,1
1020174,3395027,3395028,1008148,1006318,3395029,2
1020177,3395030,3395031,1008148,1006318,3395032,2
1020180,3395034,3395015,1008145,1006318,3395035,2
1020183,3395037,3394805,1008146,2335379,2544907,2
1020186,2278900,1006318,1008148,1006402,2320668,1
1020188,3052618,1006312,1008146,1006402,2355028,1
1020190,2279192,3395039,1008149,2335379,3395040,2
1020193,2278900,1006318,1008145,1006402,2320668,1
1020195,3395042,1006312,1008146,1006402,2355028,1
1020197,2279192,1008152,1008151,2335379,3395043,1
1020199,3395044,3395045,1008151,2335379,3395046,2
1020202,3395047,3395048,1008145,1008387,3395049,4
1020207,2279192,1008153,1008153,2335379,3395050,1
1020209,3395051,1006817,1008149,1006312,3395052,1
1020211,2279192,3394805,1008153,2335379,2544907,2
1020214,3395053,1006312,1008139,1006402,2355028,1
1020216,2279192,1006338,1008153,2335379,2280293,1
1020218,2411138,1018880,1008149,1018644,3395054,1
1020220,2411138,1019145,1008149,1019302,3395055,1
1020222,2297903,1008153,1008153,1008153,3395056,1
1020224,3395057,1006312,1008139,1006402,2355028,1
1020226,2279192,3395058,1008154,2335379,3395059,4
1020231,3395063,1006318,1008154,2335379,3395064,1
1020233,3395066,1006312,1008139,1006402,2355028,1
1020235,3395067,3394805,1008153,1008153,3395068,2
1020238,3395069,1006312,1008139,1006402,2355028,1
1020240,3395070,1006312,1008139,1006316,3394840,1
1020242,3395071,1006312,1008139,1006402,2355028,1
1020244,3395072,1006328,1008154,2335379,3395073,1
1020246,2279192,3395074,1008156,2335379,3395075,2
1020249,2279192,3395076,1008156,2335379,3395077,2
1020252,2277729,1006312,1008153,1008153,3395078,1
1020254,2283104,3395079,1008145,2335379,3395080,2
1020257,3395067,1006312,1008153,1008153,3395078,1
1020259,3395081,3395082,1008145,2335379,3395083,3
1020263,3395086,1007203,1008156,1018977,3395087,1
1020265,3395086,1006315,1008156,1018977,3395088,1
1020267,2277729,1007473,1008153,1008153,3395089,1
1020269,3395090,1007473,1008153,1006312,3395091,1
1020271,3395092,3395093,1008156,2335379,3395094,2
1020274,3395095,3395096,1008145,1006326,3395097,2
1020277,3395098,3394805,1008153,1008153,3395068,2
1020280,2278892,3395099,1008157,1006338,3395100,3
1020284,2279192,3395106,1008159,2335379,3395107,2
1020287,2319497,1006312,1008153,1006402,2355028,1
1020289,2279192,1006338,1008159,2335379,2280293,1
1020291,3395112,3395113,1008161,1006438,3395114,2
1020294,3395118,1008159,1008159,2335379,3395119,1
1020296,3395112,3395120,1008161,1006438,3395121,4
1020301,3395122,1006312,1008153,1006312,2303343,1
1020303,3395123,1008159,1008159,2335379,3395119,1
1020305,3395124,3395096,1008161,2335379,2280322,2
1020308,3395125,1008153,1008153,1008153,3395056,1
1020310,2279192,3395126,1008162,2335379,3395127,4
1020315,3395128,3395129,1008161,1006342,3395130,4
1020320,2279192,1008164,1008163,2335379,3395131,1
1020322,3395135,3395136,1008163,2335379,3395137,9
1020332,3395138,3395139,1008145,1006326,3395140,2
1020335,3395142,1006342,1008161,1006338,3395143,1
1020337,3395144,1006312,1008153,1006312,2303343,1
1020339,2279192,3395145,1008165,2335379,3395146,2
1020342,3395142,1006318,1008161,1006338,3395147,1
1020344,3395148,1006312,1008153,1006312,2303343,1
1020346,3395149,1015986,1008165,2335379,3395150,1
1020348,3394922,3395015,1008153,1008153,3395151,2
1020351,3395152,3395153,1008145,2335379,3395154,4
1020356,3395155,3395156,1008161,1006338,3395157,2
1020359,3395158,1006312,1008153,2335379,2291882,1
1020361,3395159,1006338,1008145,1006338,2381692,1
1020363,2292993,1006338,1006340,1006340,3395161,1
1020365,3395162,1006312,1008153,2335379,2291882,1
1020367,3395155,3395163,1008161,1006338,3395164,2
1020369,2279192,3395165,1006340,2335379,3395166,2
1020373,2426839,3394805,1008153,1006311,3395167,2
1020376,3395169,3395170,1008153,1008153,3395171,3
1020380,2371754,1013788,1008145,2335379,2502841,1
1020382,3395172,3395173,1008161,2335379,3395174,2
1020385,3395175,1009085,1008167,1018976,3395176,1
1020387,2277729,3395170,1008153,1008153,3395171,3
1020391,2279192,1012903,1008169,2335379,3395178,1
1020393,2279192,1009085,1008170,2335379,3395179,1
1020395,2386328,1008154,1008169,2335379,3395180,1
1020397,2518614,1006312,1008172,2335379,2291882,1
1020399,3395183,3395184,1008174,2335379,3395185,2
1020402,3395189,1016163,1008172,2335379,3395190,1
1020404,3394915,1006383,1008175,1008175,3395191,1
1020406,2278892,3395192,1008176,1006338,3395193,2
1020409,3395194,3395170,1008153,1008153,3395171,3
1020413,3395195,1009217,1008172,1011719,3395196,1
1020415,2319505,3395197,1008172,2335379,3395198,2
1020418,2279192,1013769,1008177,2335379,3395199,1
1020420,2279192,3395200,1008179,2335379,3395201,2
1020423,3395202,1006346,1008177,1006312,3395203,1
1020425,2279192,3395204,1008179,2335379,3395205,3
1020429,2279192,3395206,1008179,2335379,3395207,5
1020435,2368698,3394805,1008153,1006312,2309979,2
1020438,3395208,1006312,1008153,1008153,3395078,1
1020440,3395209,3395210,1008153,1008153,3395211,2
1020443,3395212,1006338,1008175,1008175,3395213,1
1020445,3395214,1006338,1008175,1008175,3395213,1
1020447,3395215,1006338,1008175,1008175,3395213,1
1020449,3395216,1006338,1008175,1008175,3395213,1
1020451,3395217,1006338,1008175,1008175,3395213,1
1020453,3395202,1006343,1008177,1006312,3395218,1
1020455,3395219,3395220,1008175,1008175,3395221,2
1020458,3395223,3395096,1008175,1008175,3395224,2
1020461,2279192,1008462,1008181,2335379,3395225,1
1020463,3395226,1006338,1008175,1008175,3395213,1
1020465,2279192,3394805,1008182,2335379,2544907,2
1020468,3395227,1006338,1008175,1008175,3395213,1
1020470,3395232,1006312,1008179,1006312,2303343,1
1020472,3395235,1006312,1008179,1006315,3395237,1
1020474,2439640,3395239,1008153,1006312,3395240,2
1020477,2369412,1291329,1008182,2335379,3395238,1
1020479,2439640,3395244,1008153,1006312,3395245,3
1020483,3395241,3395242,1008184,1006338,3395243,4
1020488,3395246,3395247,1008179,1006318,3395248,3
1020492,3395249,3395250,1008184,1006338,3395251,3
1020496,2343630,1007231,1008186,1010155,3395252,1
1020498,3395253,1018713,1008186,1007121,3395254,1
1020500,3395255,1013259,1008182,1006312,3395256,1
1020502,3395257,3395258,1008153,1006312,3395259,4
1020507,3091705,1016035,1008182,2335379,3395260,1
1020509,3395246,3395261,1008179,1006318,3395262,5
1020515,3395263,3395258,1008153,1006312,3395259,4
1020520,3395266,3395267,1008186,1007643,3395268,2
1020523,3395269,3395267,1008186,1009160,3395270,2
1020526,3395271,3395272,1008186,1019326,3395273,3
1020530,3395274,3395244,1008153,1006312,3395245,3
1020534,3395271,3395267,1008186,1019326,3395275,2
1020537,3395276,3395277,1008182,2335379,3395278,2
1020540,3395279,3395280,1008179,1006315,3395281,6
1020547,2278892,1010515,1008182,1006338,3395282,1
1020549,3395283,1007231,1008186,1019669,3395284,1
1020551,3395283,3395285,1008186,1019669,3395286,2
1020554,3395283,3395287,1008186,1019669,3395288,2
1020557,3395289,3395290,1008186,1007231,3395291,2
1020560,3395294,3395290,1008186,1007231,3395291,2
1020563,3395296,1006338,1008187,1006338,2381692,1
1020565,3395297,3395290,1008186,1007231,3395291,2
1020568,2279192,1013632,1008189,2335379,3395298,1
1020570,3395279,3395301,1008179,1006315,3395302,5
1020576,2279192,3395303,1008191,2335379,3395304,3
1020580,3395305,3395247,1008179,2335379,3395306,3
1020584,3395307,3395096,1008187,1006337,3395308,2
1020587,3395305,3395309,1008179,2335379,3395310,3
1020591,3395311,1006338,1008187,2335379,2280293,1
1020593,3395312,3395290,1008186,2335379,3395313,2
1020596,3395305,3395314,1008179,2335379,3395315,5
1020602,2279192,1008420,1008193,2335379,3395316,1
1020604,3395317,1011135,1008193,2335379,3395318,1
1020606,3395319,3395320,1008186,1007231,3395321,4
1020611,3395322,1011135,1008193,2335379,3395318,1
1020613,3395319,3395323,1008186,1007231,3395324,3
1020617,3395305,3395261,1008179,2335379,3395325,5
1020623,3395326,1011135,1008193,2335379,3395318,1
1020625,3395327,3395328,1008186,1007231,3395329,3
1020629,3395327,3395330,1008186,1007231,3395331,2
1020632,2279192,1010711,1008194,2335379,3395332,1
1020634,2279192,3395333,1008194,2335379,3395334,2
1020637,3395335,3395336,1008186,1007231,3395337,3
1020641,3395338,3395280,1008179,2335379,3395339,6
1020648,3395340,3395341,1008186,1007231,3395342,2
1020651,2437476,1007231,1008186,2335379,3395344,1
1020653,3395345,1007231,1008186,1006402,3395020,1
1020655,2293036,3395347,1008186,1007231,3395348,3
1020659,2279192,3395353,1008195,2335379,3395354,4
1020664,2318562,3395347,1008186,1007231,3395348,3
1020668,3395355,3395356,1008195,1018770,3395357,2
1020671,3395358,1007231,1008186,1007231,3395359,1
1020673,3395360,1007231,1008186,1013455,3395361,1
1020675,3395362,3395341,1008186,1006402,3395363,2
1020678,3395364,3395341,1008186,1006422,3395365,2
1020681,3395338,3395301,1008179,2335379,3395366,5
1020687,3395368,3395369,1008179,1013833,3395370,7
1020695,3395371,1006338,1008187,1006338,2381692,1
1020697,3395373,1006338,1008187,1006338,2381692,1
1020699,3395374,1007231,1008186,1006402,3395020,1
1020701,3395376,1007231,1008186,1006338,3395377,1
1020703,3395378,1006338,1008187,1006338,2381692,1
1020705,2292993,1006338,1006359,1006359,3395379,1
1020707,2279192,3395380,1006359,2335379,2403223,3
1020711,3395381,3395382,1008186,1019419,3395383,3
1020715,3395384,3395369,1008179,1008679,3395385,7
1020722,2279192,3395386,1006359,2335379,3395387,4
1020728,3395388,3394805,1008179,1013833,3395389,2
1020731,3395390,3395382,1008186,1019598,3395391,3
1020735,3395392,3395393,1008186,1007231,3395394,4
1020740,3395395,3395396,1008186,1006318,3395397,3
1020744,3395399,1006338,1008187,1006338,2381692,1
1020746,3395400,1006338,1008187,2335379,2280293,1
1020748,3395390,3395396,1008186,1007084,3395401,3
1020752,3395402,3395403,1008186,1007374,3395404,2
1020755,3395405,3395406,1008186,1007231,3395407,2
1020758,3395408,3395403,1008186,1019432,3395409,2
1020761,3395410,3395411,1008186,1007231,3395412,2
1020764,3395413,1006338,1008187,2335379,2280293,1
1020766,2314149,1007231,1008186,1006402,3395020,1
1020768,2314131,3395403,1008186,1006402,3395415,2
1020771,2314138,3395403,1008186,1006402,3395415,2
1020774,3395416,3395403,1008186,1015408,3395417,2
1020777,3395418,3395419,1008186,1007231,3395420,2
1020780,2284534,1007231,1008186,1006422,3395422,1
1020782,3046236,1006354,1008186,1006402,3395423,1
1020784,2284516,3395403,1008186,1006402,3395415,2
1020787,3395426,3395403,1008186,1006402,3395415,2
1020790,3395424,3395427,1008187,1008767,3395428,2
1020793,3395430,1006312,1019174,2335379,2291882,1
1020795,3395432,1006402,1008187,1006338,3395433,1
1020797,3395435,3395436,1008187,1006876,3395437,3
1020801,3395438,3395439,1008186,1006402,3395440,2
1020803,3395434,1006312,1019174,2335379,2291882,1
1020806,3395442,1006312,1019174,2335379,2291882,1
1020808,3395444,1007231,1008186,1006402,3395020,1
1020810,3395445,1006312,1019174,2335379,2291882,1
1020812,3395447,1006312,1019174,2335379,2291882,1
1020814,2373691,1006312,1019174,2335379,2291882,1
1020816,3395449,1007109,1019174,2335379,3395450,1
1020818,3395451,1007109,1019174,2335379,3395450,1
1020820,3395452,1006338,1008197,1007374,3395453,1
1020822,2279192,3395454,1008198,2335379,3395455,2
1020825,2319505,3395197,1008198,2335379,3395198,2
1020828,3395456,1007231,1008186,1006402,3395020,1
1020830,3395457,1006338,1008197,1007374,3395453,1
1020832,3395458,3395459,1008200,1292552,3395460,3
1020836,3395461,1007231,1008186,1006402,3395020,1
1020838,3395462,3395463,1008186,1007231,3395464,4
1020843,3395465,1006338,1008197,1007593,3395466,1
1020845,2279192,3395467,1008201,2335379,3395468,5
1020851,3395355,3395356,1008201,1018770,3395357,2
1020854,3395469,1006338,1008197,1007374,3395453,1
1020856,2302644,3395470,1008203,2335379,3395471,4
1020861,3395472,1006338,1008197,1006338,2381692,1
1020863,2279192,1006338,1008204,2335379,2280293,1
1020865,2279192,3395473,1008204,2335379,3395474,2
1020868,3395462,3395475,1008186,1007231,3395476,2
1020871,2279192,1007179,1008204,2335379,2378094,1
1020873,2279192,1006315,1008206,2335379,3395477,1
1020875,3395478,3395479,1008186,1013045,3395480,2
1020878,2279192,3395481,1008206,2335379,3395482,3
1020882,3395483,3395484,1008206,1006402,3395485,2
1020885,3395478,1007231,1008186,1013045,3395488,1
1020887,3395489,3395490,1008186,1013360,3395491,3
1020891,3395492,1007121,1019031,1006440,3395493,1
